"journal-article-10.2307_4617046-ngram1.txt","Index to Book Reviews"
"journal-article-10.2307_20488002-ngram1.txt","Eat or Be Eaten: A Theory of Mergers and Firm Size"
"journal-article-10.2307_41305189-ngram1.txt","Back Matter"
"journal-article-10.2307_3694795-ngram1.txt","Back Matter"
"journal-article-10.2307_40864994-ngram1.txt","Back Matter"
"journal-article-10.2307_3648191-ngram1.txt","Back Matter"
"journal-article-10.2307_43611085-ngram1.txt","Back Matter"
"journal-article-10.2307_23324376-ngram1.txt","Back Matter"
"journal-article-10.2307_3694811-ngram1.txt","Back Matter"
"journal-article-10.2307_20487959-ngram1.txt","Back Matter"
"journal-article-10.2307_27735192-ngram1.txt","Back Matter"
"journal-article-10.2307_3648211-ngram1.txt","Back Matter"
"journal-article-10.2307_3874719-ngram1.txt","Back Matter"
"journal-article-10.2307_42002579-ngram1.txt","Back Matter"
"journal-article-10.2307_3094515-ngram1.txt","Back Matter"
"journal-article-10.2307_4622344-ngram1.txt","Back Matter"
"journal-article-10.2307_2697747-ngram1.txt","Back Matter"
"journal-article-10.2307_4123439-ngram1.txt","Can Mutual Fund \"Stars\" Really Pick Stocks? New Evidence from a Bootstrap Analysis"
"journal-article-10.2307_23324373-ngram1.txt","On the Life Cycle Dynamics of Venture-Capital- and Non-Venture-Capital-Financed Firms"
"journal-article-10.2307_222496-ngram1.txt","Back Matter"
"journal-article-10.2307_117429-ngram1.txt","Back Matter"
"journal-article-10.2307_222513-ngram1.txt","Back Matter"
"journal-article-10.2307_2329057-ngram1.txt","Back Matter"
"journal-article-10.2307_27735163-ngram1.txt","Why Do U.S. Firms Hold so Much More Cash than They Used To?"
"journal-article-10.2307_2329461-ngram1.txt","Back Matter"
"journal-article-10.2307_3694840-ngram1.txt","Financial Analyst Characteristics and Herding Behavior in Forecasting"
"journal-article-10.2307_3094553-ngram1.txt","The Level and Persistence of Growth Rates"
"journal-article-10.2307_40864918-ngram1.txt","Why Do Foreign Firms Leave U.S. Equity Markets?"
"journal-article-10.2307_3648207-ngram1.txt","Capital Structure and Financial Risk: Evidence from Foreign Debt Use in East Asia"
"journal-article-10.2307_2329204-ngram1.txt","Back Matter"
"journal-article-10.2307_2328633-ngram1.txt","Back Matter"
"journal-article-10.2307_41419678-ngram1.txt","Why Does the Law Matter? Investor Protection and Its Effects on Investment, Finance, and Growth"
"journal-article-10.2307_222483-ngram1.txt","Price Momentum and Trading Volume"
"journal-article-10.2307_2328992-ngram1.txt","An Empirical Analysis of Illegal Insider Trading"
"journal-article-10.2307_3694793-ngram1.txt","The Effect of Banking Relationships on the Firm's IPO Underpricing"
"journal-article-10.2307_3874729-ngram1.txt","Information Control, Career Concerns, and Corporate Governance"
"journal-article-10.2307_42002615-ngram1.txt","State-Level Business Cycles and Local Return Predictability"
"journal-article-10.2307_43611166-ngram1.txt","A Theory of Debt Maturity: The Long and Short of Debt Overhang"
"journal-article-10.2307_2328738-ngram1.txt","Back Matter"
"journal-article-10.2307_222427-ngram1.txt","The Performance of Hedge Funds: Risk, Return, and Incentives"
"journal-article-10.2307_25094485-ngram1.txt","Asset Growth and the Cross-Section of Stock Returns"
"journal-article-10.2307_20487969-ngram1.txt","Access to Capital, Capital Structure, and the Funding of the Firm"
"journal-article-10.2307_20487949-ngram1.txt","Overconfidence, CEO Selection, and Corporate Governance"
"journal-article-10.2307_4123455-ngram1.txt","Why Do Firms Issue Equity?"
"journal-article-10.2307_25656318-ngram1.txt","Cash Holdings and Corporate Diversification"
"journal-article-10.2307_29789787-ngram1.txt","Do Buyouts (Still) Create Value?"
"journal-article-10.2307_3699323-ngram1.txt","The Costs of Bankruptcy: Chapter 7 Liquidation versus Chapter 11 Reorganization"
"journal-article-10.2307_43612948-ngram1.txt","Corporate Innovations and Mergers and Acquisitions"
"journal-article-10.2307_27735154-ngram1.txt","Who Gambles in the Stock Market?"
"journal-article-10.2307_42002597-ngram1.txt","Liquidity in the Foreign Exchange Market: Measurement, Commonality, and Risk Premiums"
"journal-article-10.2307_117384-ngram1.txt","Hedging and Coordinated Risk Management: Evidence from Thrift Conversions"
"journal-article-10.2307_23324369-ngram1.txt","Are All Ratings Created Equal? The Impact of Issuer Size on the Pricing of Mortgage-Backed Securities"
"journal-article-10.2307_797985-ngram1.txt","Corporate Cash Reserves and Acquisitions"
"journal-article-10.2307_42002596-ngram1.txt","Stronger Risk Controls, Lower Risk: Evidence from U.S. Bank Holding Companies"
"journal-article-10.2307_41419709-ngram1.txt","A Simple Way to Estimate Bid-Ask Spreads from Daily High and Low Prices"
"journal-article-10.2307_43611161-ngram1.txt","The Importance of Industry Links in Merger Waves"
"journal-article-10.2307_41305185-ngram1.txt","Does Poor Performance Damage the Reputation of Financial Intermediaries? Evidence from the Loan Syndication Market"
"journal-article-10.2307_2697786-ngram1.txt","An Analysis of the Determinants and Shareholder Wealth Effects of Mutual Fund Mergers"
"journal-article-10.2307_20487946-ngram1.txt","Directors' Ownership in the U.S. Mutual Fund Industry"
"journal-article-10.2307_25094457-ngram1.txt","The Term Structure of Real Rates and Expected Inflation"
"journal-article-10.2307_3874727-ngram1.txt","CEO Turnover after Acquisitions: Are Bad Bidders Fired?"
"journal-article-10.2307_2697782-ngram1.txt","Do Banks Provide Financial Slack?"
"journal-article-10.2307_3694861-ngram1.txt","The Impact of Bank Consolidation on Commercial Borrower Welfare"
"journal-article-10.2307_2329394-ngram1.txt","Tax-Exempt Debt and the Capital Structure of Nonprofit Organizations: An Application to Hospitals"
"journal-article-10.2307_42002606-ngram1.txt","Private and Public Merger Waves"
"journal-article-10.2307_4123461-ngram1.txt","A Theory of Friendly Boards"
"journal-article-10.2307_3874732-ngram1.txt","Corporate Financial Policy and the Value of Cash"
"journal-article-10.2307_20487982-ngram1.txt","Catastrophic Risk and Credit Markets"
"journal-article-10.2307_43611177-ngram1.txt","Refinancing Risk and Cash Holdings"
"journal-article-10.2307_3694729-ngram1.txt","Optimal Asset Location and Allocation with Taxable and Tax-Deferred Investing"
"journal-article-10.2307_42002584-ngram1.txt","Outsourcing Mutual Fund Management: Firm Boundaries, Incentives, and Performance"
"journal-article-10.2307_4622295-ngram1.txt","Efficiency and the Bear: Short Sales and Markets around the World"
"journal-article-10.2307_27735191-ngram1.txt","Exponential Growth Bias and Household Finance"
"journal-article-10.2307_117414-ngram1.txt","How Costly Is Financial (Not Economic) Distress? Evidence from Highly Leveraged Transactions That Became Distressed"
"journal-article-10.2307_23324398-ngram1.txt","Liquidity Cycles and Make/Take Fees in Electronic Markets"
"journal-article-10.2307_3699329-ngram1.txt","Distance Constraints: The Limits of Foreign Lending in Poor Economies"
"journal-article-10.2307_797993-ngram1.txt","Tax Incentives to Hedge"
"journal-article-10.2307_2697717-ngram1.txt","Corporate Ownership around the World"
"journal-article-10.2307_3699335-ngram1.txt","Favoritism in Mutual Fund Families? Evidence on Strategic Cross-Fund Subsidization"
"journal-article-10.2307_3699353-ngram1.txt","Risk, Reputation, and IPO Price Support"
"journal-article-10.2307_222484-ngram1.txt","Crossing Networks and Dealer Markets: Competition and Performance"
"journal-article-10.2307_3874724-ngram1.txt","How Persistent Is the Impact of Market Timing on Capital Structure?"
"journal-article-10.2307_117420-ngram1.txt","Does Risk Sharing Motivate Interdealer Trading?"
"journal-article-10.2307_41419706-ngram1.txt","Selective Publicity and Stock Prices"
"journal-article-10.2307_43612954-ngram1.txt","The TIPS-Treasury Bond Puzzle"
"journal-article-10.2307_222416-ngram1.txt","An Empirical Comparison of Forward-Rate and Spot-Rate Models for Valuing Interest-Rate Options"
"journal-article-10.2307_43611196-ngram1.txt","The Executive Turnover Risk Premium"
"journal-article-10.2307_27735180-ngram1.txt","Long-Run Stockholder Consumption Risk and Asset Returns"
"journal-article-10.2307_23261358-ngram1.txt","Uncertainty about Government Policy and Stock Prices"
"journal-article-10.2307_40864917-ngram1.txt","Do Limit Orders Alter Inferences about Investor Performance and Behavior?"
"journal-article-10.2307_3699341-ngram1.txt","The Cross-Section of Volatility and Expected Returns"
"journal-article-10.2307_2328565-ngram1.txt","Efficient Capital Markets: II"
"journal-article-10.2307_25656289-ngram1.txt","False Discoveries in Mutual Fund Performance: Measuring Luck in Estimated Alphas"
"journal-article-10.2307_3694755-ngram1.txt","Arbitraging Arbitrageurs"
"journal-article-10.2307_3694805-ngram1.txt","Changing Names with Style: Mutual Fund Name Changes and Their Effects on Fund Flows"
